kingdom,group,common_name,phenophase_description,site_id,latitude,longitude,n
Animalia,Bird,acorn woodpecker,Calls or song (birds),6099,34.119007,-118.760071,11
Animalia,Bird,acorn woodpecker,Insect consumption,6099,34.119007,-118.760071,11
Animalia,Bird,acorn woodpecker,Live individuals,6091,34.11578,-118.757507,11
Animalia,Bird,acorn woodpecker,Live individuals,6099,34.119007,-118.760071,11
Animalia,Bird,black phoebe,Live individuals,6091,34.11578,-118.757507,11
Animalia,Bird,black-capped chickadee,Calls or song (birds),5428,48.033489,-122.598724,11
Animalia,Bird,black-capped chickadee,Calls or song (birds),8496,46.328629,-96.061256,11
Animalia,Bird,black-capped chickadee,Calls or song (birds),11313,44.201355,-92.646301,11
Animalia,Bird,black-capped chickadee,Fruit/seed consumption,8736,44.903229,-93.217445,11
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,5428,48.033489,-122.598724,11
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,8736,44.903229,-93.217445,11
Animalia,Bird,black-capped chickadee,Live individuals,1447,42.176537,-85.892448,11
Animalia,Bird,black-capped chickadee,Live individuals,8736,44.903229,-93.217445,11
Animalia,Bird,black-throated green warbler,Calls or song (birds),9342,35.644516,-83.68988,11
Animalia,Bird,blue jay,Calls or song (birds),8418,32.363758,-94.873947,11
Animalia,Bird,blue jay,Calls or song (birds),8496,46.328629,-96.061256,11
Animalia,Bird,blue jay,Calls or song (birds),10145,42.602543,-83.250992,11
Animalia,Bird,blue jay,Fruit/seed consumption,8418,32.363758,-94.873947,11
Animalia,Bird,blue jay,Live individuals,8418,32.363758,-94.873947,11
Animalia,Bird,blue jay,Live individuals,8923,42.286381,-72.653831,11
Animalia,Bird,dark-eyed junco,Fruit/seed consumption,8736,44.903229,-93.217445,11
Animalia,Bird,dark-eyed junco,Individuals at a feeding station,8496,46.328629,-96.061256,11
Animalia,Bird,dark-eyed junco,Individuals at a feeding station,8736,44.903229,-93.217445,11
Animalia,Bird,dark-eyed junco,Live individuals,8736,44.903229,-93.217445,11
Animalia,Bird,dark-eyed junco,Singing individuals (birds),2803,39.971001,-105.397003,11
Animalia,Bird,eastern bluebird,Live individuals,8923,42.286381,-72.653831,11
Animalia,Bird,killdeer,Calls or song (birds),1419,42.011166,-88.503304,11
Animalia,Bird,killdeer,Live individuals,10145,42.602543,-83.250992,11
Animalia,Bird,mourning dove,Calls or song (birds),8418,32.363758,-94.873947,11
Animalia,Bird,mourning dove,Calls or song (birds),9652,44.768246,-94.155746,11
Animalia,Bird,mourning dove,Live individuals,6026,32.25066,-110.946358,11
Animalia,Bird,mourning dove,Live individuals,8418,32.363758,-94.873947,11
Animalia,Bird,northern cardinal,Calls or song (birds),8418,32.363758,-94.873947,11
Animalia,Bird,northern cardinal,Fruit/seed consumption,8418,32.363758,-94.873947,11
Animalia,Bird,northern cardinal,Fruit/seed consumption,8736,44.903229,-93.217445,11
Animalia,Bird,northern cardinal,Individuals at a feeding station,8418,32.363758,-94.873947,11
Animalia,Bird,northern cardinal,Individuals at a feeding station,8736,44.903229,-93.217445,11
Animalia,Bird,northern cardinal,Live individuals,6581,42.545959,-71.354904,11
Animalia,Bird,northern cardinal,Live individuals,8418,32.363758,-94.873947,11
Animalia,Bird,northern cardinal,Live individuals,8736,44.903229,-93.217445,11
Animalia,Bird,northern cardinal,Live individuals,9652,44.768246,-94.155746,11
Animalia,Bird,northern mockingbird,Calls or song (birds),8418,32.363758,-94.873947,11
Animalia,Bird,northern mockingbird,Live individuals,8418,32.363758,-94.873947,11
Animalia,Bird,northern mockingbird,Singing individuals (birds),8418,32.363758,-94.873947,11
Animalia,Bird,red-eyed vireo,Calls or song (birds),9342,35.644516,-83.68988,11
Animalia,Bird,red-winged blackbird,Singing individuals (birds),10145,42.602543,-83.250992,11
Animalia,Bird,ruby-throated hummingbird,Flower visitation,8418,32.363758,-94.873947,11
Animalia,Bird,ruby-throated hummingbird,Flower visitation,8496,46.328629,-96.061256,11
Animalia,Bird,ruby-throated hummingbird,Individuals at a feeding station,8418,32.363758,-94.873947,11
Animalia,Bird,ruby-throated hummingbird,Live individuals,8418,32.363758,-94.873947,11
Animalia,Bird,spring peeper,Vocalizing,5260,42.454987,-72.345177,11
Animalia,Bird,tree swallow,Live individuals,17414,42.936153,-73.433449,11
Animalia,Bird,yellow-rumped warbler,Live individuals,6091,34.11578,-118.757507,11
Animalia,Bird,American goldfinch,Fruit/seed consumption,8496,46.328629,-96.061256,12
Animalia,Bird,American goldfinch,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,American goldfinch,Live individuals,1419,42.011166,-88.503304,12
Animalia,Bird,American goldfinch,Live individuals,8496,46.328629,-96.061256,12
Animalia,Bird,American goldfinch,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,American robin,Calls or song (birds),9652,44.768246,-94.155746,12
Animalia,Bird,American robin,Calls or song (birds),10145,42.602543,-83.250992,12
Animalia,Bird,American robin,Calls or song (birds),11313,44.201355,-92.646301,12
Animalia,Bird,American robin,Fruit/seed consumption,8496,46.328629,-96.061256,12
Animalia,Bird,American robin,Fruit/seed consumption,9652,44.768246,-94.155746,12
Animalia,Bird,American robin,Insect consumption,9652,44.768246,-94.155746,12
Animalia,Bird,American robin,Live individuals,5674,44.910587,-70.266861,12
Animalia,Bird,American robin,Live individuals,9652,44.768246,-94.155746,12
Animalia,Bird,American robin,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,American robin,Singing individuals (birds),9652,44.768246,-94.155746,12
Animalia,Bird,European starling,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,barn swallow,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,barn swallow,Nest building (birds),8496,46.328629,-96.061256,12
Animalia,Bird,black-capped chickadee,Fruit/seed consumption,1419,42.011166,-88.503304,12
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,black-capped chickadee,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,black-capped chickadee,Singing individuals (birds),2803,39.971001,-105.397003,12
Animalia,Bird,blue jay,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,blue jay,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,brown-headed cowbird,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,cedar waxwing,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,chimney swift,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,common loon,Calls or song (birds),5582,45.195858,-70.45369,12
Animalia,Bird,common loon,Calls or song (birds),5583,45.196041,-70.459015,12
Animalia,Bird,common loon,Calls or song (birds),11598,43.073357,-71.150681,12
Animalia,Bird,common loon,Live individuals,5583,45.196041,-70.459015,12
Animalia,Bird,common loon,Live individuals,11598,43.073357,-71.150681,12
Animalia,Bird,common nighthawk,Calls or song (birds),9652,44.768246,-94.155746,12
Animalia,Bird,common nighthawk,Live individuals,9652,44.768246,-94.155746,12
Animalia,Bird,dark-eyed junco,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,dark-eyed junco,Live individuals,6091,34.11578,-118.757507,12
Animalia,Bird,dark-eyed junco,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,downy woodpecker,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,downy woodpecker,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,downy woodpecker,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,great blue heron,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,grey catbird,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,house sparrow,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,house sparrow,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,house sparrow,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,house wren,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,mourning dove,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,mourning dove,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,northern cardinal,Calls or song (birds),8806,35.640625,-83.689034,12
Animalia,Bird,northern cardinal,Calls or song (birds),10145,42.602543,-83.250992,12
Animalia,Bird,northern cardinal,Calls or song (birds),11313,44.201355,-92.646301,12
Animalia,Bird,northern cardinal,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,northern cardinal,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,northern cardinal,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,red-tailed hawk,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,red-winged blackbird,Live individuals,10145,42.602543,-83.250992,12
Animalia,Bird,ruby-throated hummingbird,Flower visitation,5674,44.910587,-70.266861,12
Animalia,Bird,ruby-throated hummingbird,Individuals at a feeding station,8496,46.328629,-96.061256,12
Animalia,Bird,ruby-throated hummingbird,Individuals at a feeding station,10145,42.602543,-83.250992,12
Animalia,Bird,western bluebird,Insect consumption,2803,39.971001,-105.397003,12
Animalia,Bird,American goldfinch,Fruit/seed consumption,5428,48.033489,-122.598724,13
Animalia,Bird,American goldfinch,Individuals at a feeding station,5428,48.033489,-122.598724,13
Animalia,Bird,American goldfinch,Live individuals,5428,48.033489,-122.598724,13
Animalia,Bird,American robin,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,American robin,Singing individuals (birds),2803,39.971001,-105.397003,13
Animalia,Bird,Carolina wren,Calls or song (birds),9341,35.639874,-83.687721,13
Animalia,Bird,barn swallow,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,black-capped chickadee,Fruit/seed consumption,5428,48.033489,-122.598724,13
Animalia,Bird,black-capped chickadee,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,1419,42.011166,-88.503304,13
Animalia,Bird,black-capped chickadee,Live individuals,5428,48.033489,-122.598724,13
Animalia,Bird,black-capped chickadee,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,black-capped chickadee,Singing individuals (birds),1419,42.011166,-88.503304,13
Animalia,Bird,black-throated green warbler,Calls or song (birds),8806,35.640625,-83.689034,13
Animalia,Bird,black-throated green warbler,Calls or song (birds),9341,35.639874,-83.687721,13
Animalia,Bird,blue jay,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,blue jay,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,dark-eyed junco,Fruit/seed consumption,5428,48.033489,-122.598724,13
Animalia,Bird,dark-eyed junco,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,dark-eyed junco,Individuals at a feeding station,5428,48.033489,-122.598724,13
Animalia,Bird,dark-eyed junco,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,downy woodpecker,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,downy woodpecker,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,great blue heron,Live individuals,6091,34.11578,-118.757507,13
Animalia,Bird,house sparrow,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,house sparrow,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,house wren,Calls or song (birds),8496,46.328629,-96.061256,13
Animalia,Bird,house wren,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,mourning dove,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,northern cardinal,Calls or song (birds),8496,46.328629,-96.061256,13
Animalia,Bird,northern cardinal,Fruit/seed consumption,8496,46.328629,-96.061256,13
Animalia,Bird,northern cardinal,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,northern cardinal,Singing individuals (birds),8496,46.328629,-96.061256,13
Animalia,Bird,red-eyed vireo,Calls or song (birds),8806,35.640625,-83.689034,13
Animalia,Bird,red-eyed vireo,Calls or song (birds),9341,35.639874,-83.687721,13
Animalia,Bird,ruby-throated hummingbird,Individuals at a feeding station,5674,44.910587,-70.266861,13
Animalia,Bird,ruby-throated hummingbird,Individuals at a feeding station,8715,43.522804,-70.802277,13
Animalia,Bird,ruby-throated hummingbird,Live individuals,5674,44.910587,-70.266861,13
Animalia,Bird,ruby-throated hummingbird,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,ruby-throated hummingbird,Live individuals,8715,43.522804,-70.802277,13
Animalia,Bird,tree swallow,Live individuals,8496,46.328629,-96.061256,13
Animalia,Bird,western bluebird,Calls or song (birds),2803,39.971001,-105.397003,13
Animalia,Bird,western bluebird,Live individuals,2803,39.971001,-105.397003,13
Animalia,Bird,American robin,Calls or song (birds),1419,42.011166,-88.503304,14
Animalia,Bird,American robin,Calls or song (birds),2803,39.971001,-105.397003,14
Animalia,Bird,American robin,Insect consumption,2803,39.971001,-105.397003,14
Animalia,Bird,American robin,Live individuals,1419,42.011166,-88.503304,14
Animalia,Bird,American robin,Live individuals,2803,39.971001,-105.397003,14
Animalia,Bird,American robin,Singing individuals (birds),1419,42.011166,-88.503304,14
Animalia,Bird,black-capped chickadee,Calls or song (birds),1419,42.011166,-88.503304,14
Animalia,Bird,black-capped chickadee,Calls or song (birds),2803,39.971001,-105.397003,14
Animalia,Bird,black-capped chickadee,Fruit/seed consumption,2803,39.971001,-105.397003,14
Animalia,Bird,black-capped chickadee,Individuals at a feeding station,2803,39.971001,-105.397003,14
Animalia,Bird,black-capped chickadee,Live individuals,1419,42.011166,-88.503304,14
Animalia,Bird,black-capped chickadee,Live individuals,2803,39.971001,-105.397003,14
Animalia,Bird,broad-tailed hummingbird,Calls or song (birds),2803,39.971001,-105.397003,14
Animalia,Bird,broad-tailed hummingbird,Flower visitation,2803,39.971001,-105.397003,14
Animalia,Bird,broad-tailed hummingbird,Individuals at a feeding station,2803,39.971001,-105.397003,14
Animalia,Bird,broad-tailed hummingbird,Insect consumption,2803,39.971001,-105.397003,14
Animalia,Bird,broad-tailed hummingbird,Live individuals,2803,39.971001,-105.397003,14
Animalia,Bird,dark-eyed junco,Calls or song (birds),2803,39.971001,-105.397003,14
Animalia,Bird,dark-eyed junco,Fruit/seed consumption,2803,39.971001,-105.397003,14
Animalia,Bird,dark-eyed junco,Individuals at a feeding station,2803,39.971001,-105.397003,14
Animalia,Bird,dark-eyed junco,Live individuals,2803,39.971001,-105.397003,14
Animalia,Bird,dark-eyed junco,Live individuals,5428,48.033489,-122.598724,14
Animalia,Mammal,California ground squirrel,Live individuals,6082,34.031742,-118.812462,9
Animalia,Mammal,eastern chipmunk,Live individuals,6581,42.545959,-71.354904,9
Animalia,Mammal,eastern gray squirrel,Dead individuals,10145,42.602543,-83.250992,9
Animalia,Mammal,eastern gray squirrel,Feeding,6581,42.545959,-71.354904,9
Animalia,Mammal,eastern gray squirrel,Nut gathering,10145,42.602543,-83.250992,9
Animalia,Mammal,mule deer,Feeding,8242,31.596231,-110.575493,9
Animalia,Mammal,mule deer,Young individuals,10717,38.285664,-111.246605,9
Animalia,Mammal,oak titmouse,Calls or song (birds),22740,38.525036,-121.970711,9
Animalia,Mammal,oak titmouse,Insect consumption,22740,38.525036,-121.970711,9
Animalia,Mammal,oak titmouse,Live individuals,22740,38.525036,-121.970711,9
Animalia,Mammal,tufted titmouse,Live individuals,10145,42.602543,-83.250992,9
Animalia,Mammal,white-tailed deer,Young individuals,10145,42.602543,-83.250992,9
Animalia,Mammal,yellow-bellied marmot,Young individuals,10717,38.285664,-111.246605,9
Animalia,Mammal,California ground squirrel,Live individuals,6100,34.118332,-118.758636,10
Animalia,Mammal,eastern chipmunk,Feeding,1419,42.011166,-88.503304,10
Animalia,Mammal,eastern chipmunk,Fruit/seed consumption,1419,42.011166,-88.503304,10
Animalia,Mammal,eastern cottontail,Feeding,8496,46.328629,-96.061256,10
Animalia,Mammal,eastern cottontail,Young individuals,10145,42.602543,-83.250992,10
Animalia,Mammal,eastern gray squirrel,Live individuals,6581,42.545959,-71.354904,10
Animalia,Mammal,eastern gray squirrel,Nut gathering,8418,32.363758,-94.873947,10
Animalia,Mammal,fox squirrel,Feeding,101,37.169998,-98.029999,10
Animalia,Mammal,fox squirrel,Fruit/seed consumption,101,37.169998,-98.029999,10
Animalia,Mammal,fox squirrel,Live individuals,101,37.169998,-98.029999,10
Animalia,Mammal,fox squirrel,Young individuals,101,37.169998,-98.029999,10
Animalia,Mammal,mule deer,Feeding,10717,38.285664,-111.246605,10
Animalia,Mammal,mule deer,Live individuals,8242,31.596231,-110.575493,10
Animalia,Mammal,mule deer,Live individuals,10717,38.285664,-111.246605,10
Animalia,Mammal,mule deer,Young individuals,2803,39.971001,-105.397003,10
Animalia,Mammal,tufted titmouse,Calls or song (birds),10145,42.602543,-83.250992,10
Animalia,Mammal,tufted titmouse,Individuals at a feeding station,10145,42.602543,-83.250992,10
Animalia,Mammal,white-tailed deer,Feeding,6581,42.545959,-71.354904,10
Animalia,Mammal,white-tailed deer,Live individuals,6581,42.545959,-71.354904,10
Animalia,Mammal,yellow-bellied marmot,Feeding,10717,38.285664,-111.246605,10
Animalia,Mammal,yellow-bellied marmot,Live individuals,10717,38.285664,-111.246605,10
Animalia,Mammal,California ground squirrel,Feeding,6091,34.11578,-118.757507,11
Animalia,Mammal,California ground squirrel,Young individuals,6091,34.11578,-118.757507,11
Animalia,Mammal,eastern gray squirrel,Feeding,8418,32.363758,-94.873947,11
Animalia,Mammal,eastern gray squirrel,Fruit/seed consumption,8418,32.363758,-94.873947,11
Animalia,Mammal,eastern gray squirrel,Live individuals,8418,32.363758,-94.873947,11
Animalia,Mammal,red squirrel,Feeding,8496,46.328629,-96.061256,11
Animalia,Mammal,red squirrel,Fruit/seed consumption,8496,46.328629,-96.061256,11
Animalia,Mammal,white-tailed deer,Young individuals,6362,43.012966,-73.649918,11
Animalia,Mammal,woodchuck,Feeding,10145,42.602543,-83.250992,11
Animalia,Mammal,woodchuck,Young individuals,10145,42.602543,-83.250992,11
Animalia,Mammal,California ground squirrel,Live individuals,6091,34.11578,-118.757507,12
Animalia,Mammal,eastern chipmunk,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,eastern cottontail,Live individuals,8496,46.328629,-96.061256,12
Animalia,Mammal,eastern cottontail,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,eastern gray squirrel,Feeding,8496,46.328629,-96.061256,12
Animalia,Mammal,eastern gray squirrel,Fruit/seed consumption,8496,46.328629,-96.061256,12
Animalia,Mammal,eastern gray squirrel,Live individuals,8496,46.328629,-96.061256,12
Animalia,Mammal,eastern gray squirrel,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,fox squirrel,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,red squirrel,Live individuals,8496,46.328629,-96.061256,12
Animalia,Mammal,red squirrel,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,white-tailed deer,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,woodchuck,Live individuals,10145,42.602543,-83.250992,12
Animalia,Mammal,elk,Male combat (horn/antler),2803,39.971001,-105.397003,13
Animalia,Mammal,elk,Males vocalizing,2803,39.971001,-105.397003,13
Animalia,Mammal,elk,Young individuals,2803,39.971001,-105.397003,13
Animalia,Mammal,least chipmunk,Young individuals,2803,39.971001,-105.397003,13
Animalia,Mammal,mountain cottontail,Young individuals,2803,39.971001,-105.397003,13
Animalia,Mammal,eastern chipmunk,Live individuals,1419,42.011166,-88.503304,14
Animalia,Mammal,elk,Feeding,2803,39.971001,-105.397003,14
Animalia,Mammal,elk,Live individuals,2803,39.971001,-105.397003,14
Animalia,Mammal,least chipmunk,Feeding,2803,39.971001,-105.397003,14
Animalia,Mammal,least chipmunk,Fruit/seed consumption,2803,39.971001,-105.397003,14
Animalia,Mammal,least chipmunk,Live individuals,2803,39.971001,-105.397003,14
Animalia,Mammal,least chipmunk,Nut gathering,2803,39.971001,-105.397003,14
Animalia,Mammal,mountain cottontail,Feeding,2803,39.971001,-105.397003,14
Animalia,Mammal,mountain cottontail,Live individuals,2803,39.971001,-105.397003,14
Animalia,Mammal,mule deer,Feeding,2803,39.971001,-105.397003,14
Animalia,Mammal,mule deer,Live individuals,2803,39.971001,-105.397003,14
Animalia,Mammal,white-tailed deer,Feeding,6362,43.012966,-73.649918,14
Animalia,Mammal,white-tailed deer,Live individuals,6362,43.012966,-73.649918,14
