"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","ind_phen","phenophase","summer_year","first_yes_date","dosy","dop","year","series_yrs","seasonally_inactive","active_jan1","ind_phen_year"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2015,10,25,298,2457321,3,2015,10,25,298,2457321,5,"16051_Males vocalizing","Mating activity",2016,2015-10-25,117,117,2016,13,NA,NA,"16051_Males vocalizing_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2015,10,25,298,2457321,3,2015,10,25,298,2457321,5,"16051_Male combat (horn/antler)","Mating activity",2016,2015-10-25,117,117,2016,10,NA,NA,"16051_Male combat (horn/antler)_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2015,3,22,81,2457104,2,2015,4,5,95,2457118,2,"16051_Young individuals","Young observed",2015,2015-03-22,265,81,2015,14,NA,NA,"16051_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2015,9,18,261,2457284,6,2015,10,3,276,2457299,5,"16052_Fruit/seed consumption","Feeding",2016,2015-09-18,80,261,2015,15,NA,NA,"16052_Fruit/seed consumption_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2015,3,22,81,2457104,2,2015,3,22,81,2457104,11,"16052_Nut gathering","Feeding",2015,2015-03-22,265,81,2015,14,NA,NA,"16052_Nut gathering_2015"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2015,9,4,247,2457270,7,2015,9,4,247,2457270,3,"16052_Young individuals","Young observed",2016,2015-09-04,66,247,2015,12,NA,NA,"16052_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2015,4,5,95,2457118,3,2015,4,5,95,2457118,2,"16053_Young individuals","Young observed",2015,2015-04-05,279,95,2015,12,NA,NA,"16053_Young individuals_2015"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2015,4,19,109,2457132,4,2015,4,29,119,2457142,4,"25350_Fruit/seed consumption","Feeding",2015,2015-04-19,293,109,2015,11,NA,NA,"25350_Fruit/seed consumption_2015"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2015,9,23,266,2457289,3,2015,9,23,266,2457289,4,"25350_Nut gathering","Feeding",2016,2015-09-23,85,266,2015,10,NA,NA,"25350_Nut gathering_2015"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2015,5,22,142,2457165,2,2015,5,22,142,2457165,5,"33832_Young individuals","Young observed",2015,2015-05-22,326,142,2015,11,NA,NA,"33832_Young individuals_2015"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2015,6,4,155,2457178,1,2015,6,4,155,2457178,1,"38884_Young individuals","Young observed",2015,2015-06-04,339,155,2015,11,NA,NA,"38884_Young individuals_2015"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2015,9,19,262,2457285,1,2015,9,19,262,2457285,1,"38885_Nut gathering","Feeding",2016,2015-09-19,81,262,2015,9,NA,NA,"38885_Nut gathering_2015"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2015,6,17,168,2457191,1,2015,6,17,168,2457191,1,"38973_Young individuals","Young observed",2015,2015-06-17,352,168,2015,10,NA,NA,"38973_Young individuals_2015"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2015,6,4,155,2457178,1,2015,6,5,156,2457179,1,"38980_Young individuals","Young observed",2015,2015-06-04,339,155,2015,12,NA,NA,"38980_Young individuals_2015"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2016,8,22,235,2457623,3,2016,9,1,245,2457633,5,"16050_Young individuals","Young observed",2017,2016-08-22,53,235,2016,14,NA,NA,"16050_Young individuals_2016"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2016,11,1,306,2457694,4,2016,11,4,309,2457697,3,"16051_Males vocalizing","Mating activity",2017,2016-11-01,124,124,2017,13,NA,NA,"16051_Males vocalizing_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2016,11,1,306,2457694,4,2016,11,4,309,2457697,3,"16051_Male combat (horn/antler)","Mating activity",2017,2016-11-01,124,124,2017,10,NA,NA,"16051_Male combat (horn/antler)_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2016,2,7,38,2457426,3,2016,2,7,38,2457426,5,"16051_Young individuals","Young observed",2016,2016-02-07,222,38,2016,14,NA,NA,"16051_Young individuals_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2016,4,7,98,2457486,4,2016,4,10,101,2457489,14,"16052_Fruit/seed consumption","Feeding",2016,2016-04-07,282,98,2016,15,NA,NA,"16052_Fruit/seed consumption_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2016,4,7,98,2457486,4,2016,4,7,98,2457486,17,"16052_Nut gathering","Feeding",2016,2016-04-07,282,98,2016,14,NA,NA,"16052_Nut gathering_2016"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2016,5,29,150,2457538,2,2016,8,19,232,2457620,7,"16052_Young individuals","Young observed",2016,2016-05-29,334,150,2016,12,NA,NA,"16052_Young individuals_2016"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2016,1,27,27,2457415,3,2016,1,31,31,2457419,3,"25350_Fruit/seed consumption","Feeding",2016,2016-01-27,211,27,2016,11,NA,NA,"25350_Fruit/seed consumption_2016"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2016,9,18,262,2457650,4,2016,9,18,262,2457650,3,"25350_Nut gathering","Feeding",2017,2016-09-18,80,262,2016,10,NA,NA,"25350_Nut gathering_2016"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2016,4,22,113,2457501,7,2016,4,22,113,2457501,6,"33832_Young individuals","Young observed",2016,2016-04-22,297,113,2016,11,NA,NA,"33832_Young individuals_2016"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2016,8,2,215,2457603,1,2016,8,2,215,2457603,1,"38884_Young individuals","Young observed",2017,2016-08-02,33,215,2016,11,NA,NA,"38884_Young individuals_2016"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2016,9,9,253,2457641,1,2016,9,10,254,2457642,1,"38885_Nut gathering","Feeding",2017,2016-09-09,71,253,2016,9,NA,NA,"38885_Nut gathering_2016"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2016,1,17,17,2457405,1,2016,1,17,17,2457405,1,"38896_Nut gathering","Feeding",2016,2016-01-17,201,17,2016,9,NA,NA,"38896_Nut gathering_2016"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2016,5,19,140,2457528,1,2016,5,20,141,2457529,1,"38980_Young individuals","Young observed",2016,2016-05-19,324,140,2016,12,NA,NA,"38980_Young individuals_2016"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2017,7,14,195,2457949,4,2017,7,17,198,2457952,4,"16050_Young individuals","Young observed",2018,2017-07-14,14,195,2017,14,NA,NA,"16050_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2017,9,22,265,2458019,7,2017,9,29,272,2458026,8,"16051_Males vocalizing","Mating activity",2018,2017-09-22,84,84,2018,13,NA,NA,"16051_Males vocalizing_2018"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2017,10,20,293,2458047,5,2017,10,20,293,2458047,14,"16051_Male combat (horn/antler)","Mating activity",2018,2017-10-20,112,112,2018,10,NA,NA,"16051_Male combat (horn/antler)_2018"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2017,1,9,9,2457763,2,2017,1,9,9,2457763,4,"16051_Young individuals","Young observed",2017,2017-01-09,193,9,2017,14,NA,NA,"16051_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2017,4,13,103,2457857,5,2017,4,15,105,2457859,2,"16052_Fruit/seed consumption","Feeding",2017,2017-04-13,287,103,2017,15,NA,NA,"16052_Fruit/seed consumption_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2017,7,10,191,2457945,3,2017,9,2,245,2457999,6,"16052_Nut gathering","Feeding",2018,2017-07-10,10,191,2017,14,NA,NA,"16052_Nut gathering_2017"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2017,4,13,103,2457857,5,2017,4,13,103,2457857,2,"16052_Young individuals","Young observed",2017,2017-04-13,287,103,2017,12,NA,NA,"16052_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2017,4,1,91,2457845,1,2017,4,1,91,2457845,2,"16053_Young individuals","Young observed",2017,2017-04-01,275,91,2017,12,NA,NA,"16053_Young individuals_2017"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2017,1,8,8,2457762,4,2017,1,8,8,2457762,3,"25350_Fruit/seed consumption","Feeding",2017,2017-01-08,192,8,2017,11,NA,NA,"25350_Fruit/seed consumption_2017"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2017,1,8,8,2457762,4,2017,1,8,8,2457762,3,"25350_Nut gathering","Feeding",2017,2017-01-08,192,8,2017,10,NA,NA,"25350_Nut gathering_2017"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2017,4,20,110,2457864,6,2017,4,20,110,2457864,7,"33832_Young individuals","Young observed",2017,2017-04-20,294,110,2017,11,NA,NA,"33832_Young individuals_2017"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2017,6,1,152,2457906,1,2017,6,2,153,2457907,1,"38884_Young individuals","Young observed",2017,2017-06-01,336,152,2017,11,NA,NA,"38884_Young individuals_2017"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2017,9,26,269,2458023,1,2017,9,26,269,2458023,1,"38885_Nut gathering","Feeding",2018,2017-09-26,88,269,2017,9,NA,NA,"38885_Nut gathering_2017"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2017,9,26,269,2458023,1,2017,9,26,269,2458023,1,"38896_Nut gathering","Feeding",2018,2017-09-26,88,269,2017,9,NA,NA,"38896_Nut gathering_2017"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2017,6,4,155,2457909,1,2017,6,5,156,2457910,2,"38973_Young individuals","Young observed",2017,2017-06-04,339,155,2017,10,NA,NA,"38973_Young individuals_2017"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2017,6,4,155,2457909,1,2017,6,9,160,2457914,1,"38980_Young individuals","Young observed",2017,2017-06-04,339,155,2017,12,NA,NA,"38980_Young individuals_2017"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2018,7,13,194,2458313,4,2018,9,1,244,2458363,2,"16050_Young individuals","Young observed",2019,2018-07-13,13,194,2018,14,NA,NA,"16050_Young individuals_2018"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2018,9,21,264,2458383,4,2018,9,21,264,2458383,3,"16051_Males vocalizing","Mating activity",2019,2018-09-21,83,83,2019,13,NA,NA,"16051_Males vocalizing_2019"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2018,11,24,328,2458447,7,2018,11,24,328,2458447,2,"16051_Male combat (horn/antler)","Mating activity",2019,2018-11-24,147,147,2019,10,NA,NA,"16051_Male combat (horn/antler)_2019"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2018,2,17,48,2458167,7,2018,2,17,48,2458167,2,"16051_Young individuals","Young observed",2018,2018-02-17,232,48,2018,14,NA,NA,"16051_Young individuals_2018"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2018,5,11,131,2458250,4,2018,6,25,176,2458295,4,"16052_Fruit/seed consumption","Feeding",2018,2018-05-11,315,131,2018,15,NA,NA,"16052_Fruit/seed consumption_2018"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2018,5,11,131,2458250,4,2018,6,25,176,2458295,4,"16052_Nut gathering","Feeding",2018,2018-05-11,315,131,2018,14,NA,NA,"16052_Nut gathering_2018"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2018,8,24,236,2458355,4,2018,9,1,244,2458363,2,"16052_Young individuals","Young observed",2019,2018-08-24,55,236,2018,12,NA,NA,"16052_Young individuals_2018"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2018,4,2,92,2458211,3,2018,4,2,92,2458211,21,"16053_Young individuals","Young observed",2018,2018-04-02,276,92,2018,12,NA,NA,"16053_Young individuals_2018"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2018,1,24,24,2458143,3,2018,1,24,24,2458143,4,"25350_Fruit/seed consumption","Feeding",2018,2018-01-24,208,24,2018,11,NA,NA,"25350_Fruit/seed consumption_2018"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,311,"Nut gathering",2018,10,28,301,2458420,3,2018,10,28,301,2458420,8,"25350_Nut gathering","Feeding",2019,2018-10-28,120,301,2018,10,NA,NA,"25350_Nut gathering_2018"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2018,5,31,151,2458270,6,2018,7,6,187,2458306,22,"33832_Young individuals","Young observed",2018,2018-05-31,335,151,2018,11,NA,NA,"33832_Young individuals_2018"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2018,8,27,239,2458358,1,2018,8,27,239,2458358,1,"38885_Nut gathering","Feeding",2019,2018-08-27,58,239,2018,9,NA,NA,"38885_Nut gathering_2018"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2018,4,16,106,2458225,1,2018,4,17,107,2458226,1,"38973_Young individuals","Young observed",2018,2018-04-16,290,106,2018,10,NA,NA,"38973_Young individuals_2018"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2018,6,29,180,2458299,1,2018,6,29,180,2458299,2,"38980_Young individuals","Young observed",2018,2018-06-29,364,180,2018,12,NA,NA,"38980_Young individuals_2018"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2019,1,25,25,2458509,4,2019,1,25,25,2458509,3,"16050_Young individuals","Young observed",2019,2019-01-25,209,25,2019,14,NA,NA,"16050_Young individuals_2019"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2019,10,12,285,2458769,5,2019,10,12,285,2458769,2,"16051_Males vocalizing","Mating activity",2020,2019-10-12,104,104,2020,13,NA,NA,"16051_Males vocalizing_2020"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2019,4,6,96,2458580,5,2019,4,6,96,2458580,2,"16051_Young individuals","Young observed",2019,2019-04-06,280,96,2019,14,NA,NA,"16051_Young individuals_2019"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2019,5,27,147,2458631,7,2019,5,27,147,2458631,3,"16052_Fruit/seed consumption","Feeding",2019,2019-05-27,331,147,2019,15,NA,NA,"16052_Fruit/seed consumption_2019"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2019,7,8,189,2458673,3,2019,9,14,257,2458741,2,"16052_Nut gathering","Feeding",2020,2019-07-08,8,189,2019,14,NA,NA,"16052_Nut gathering_2019"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2019,6,24,175,2458659,2,2019,6,24,175,2458659,6,"16052_Young individuals","Young observed",2019,2019-06-24,359,175,2019,12,NA,NA,"16052_Young individuals_2019"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2019,1,14,14,2458498,2,2019,1,14,14,2458498,7,"16053_Young individuals","Young observed",2019,2019-01-14,198,14,2019,12,NA,NA,"16053_Young individuals_2019"
8418,32.363758,-94.873947,115,"TX",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",25350,310,"Fruit/seed consumption",2019,4,28,118,2458602,4,2019,4,28,118,2458602,3,"25350_Fruit/seed consumption","Feeding",2019,2019-04-28,302,118,2019,11,NA,NA,"25350_Fruit/seed consumption_2019"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2019,5,31,151,2458635,7,2019,5,31,151,2458635,9,"33832_Young individuals","Young observed",2019,2019-05-31,335,151,2019,11,NA,NA,"33832_Young individuals_2019"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2019,6,22,173,2458657,1,2019,6,22,173,2458657,1,"38884_Young individuals","Young observed",2019,2019-06-22,357,173,2019,11,NA,NA,"38884_Young individuals_2019"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2019,5,1,121,2458605,1,2019,5,1,121,2458605,1,"38973_Young individuals","Young observed",2019,2019-05-01,305,121,2019,10,NA,NA,"38973_Young individuals_2019"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2019,6,12,163,2458647,1,2019,6,13,164,2458648,1,"38980_Young individuals","Young observed",2019,2019-06-12,347,163,2019,12,NA,NA,"38980_Young individuals_2019"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2020,5,26,147,2458996,4,2020,6,12,164,2459013,3,"16050_Young individuals","Young observed",2020,2020-05-26,331,147,2020,14,NA,NA,"16050_Young individuals_2020"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2020,9,25,269,2459118,7,2020,10,2,276,2459125,3,"16051_Males vocalizing","Mating activity",2021,2020-09-25,87,87,2021,13,NA,NA,"16051_Males vocalizing_2021"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2020,10,2,276,2459125,4,2020,10,2,276,2459125,3,"16051_Male combat (horn/antler)","Mating activity",2021,2020-10-02,94,94,2021,10,NA,NA,"16051_Male combat (horn/antler)_2021"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2020,1,11,11,2458860,5,2020,1,11,11,2458860,6,"16051_Young individuals","Young observed",2020,2020-01-11,195,11,2020,14,NA,NA,"16051_Young individuals_2020"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2020,3,18,78,2458927,4,2020,3,18,78,2458927,7,"16052_Fruit/seed consumption","Feeding",2020,2020-03-18,262,78,2020,15,NA,NA,"16052_Fruit/seed consumption_2020"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2020,3,18,78,2458927,4,2020,3,18,78,2458927,7,"16052_Nut gathering","Feeding",2020,2020-03-18,262,78,2020,14,NA,NA,"16052_Nut gathering_2020"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2020,4,7,98,2458947,7,2020,5,8,129,2458978,4,"16052_Young individuals","Young observed",2020,2020-04-07,282,98,2020,12,NA,NA,"16052_Young individuals_2020"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2020,8,31,244,2459093,4,2020,8,31,244,2459093,3,"16053_Young individuals","Young observed",2021,2020-08-31,62,244,2020,12,NA,NA,"16053_Young individuals_2020"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2020,3,11,71,2458920,5,2020,3,11,71,2458920,11,"33832_Young individuals","Young observed",2020,2020-03-11,255,71,2020,11,NA,NA,"33832_Young individuals_2020"
10145,42.602543,-83.250992,277,"MI",410,"Sylvilagus","floridanus","eastern cottontail","Animalia",38884,344,"Young individuals",2020,7,7,189,2459038,1,2020,7,7,189,2459038,1,"38884_Young individuals","Young observed",2021,2020-07-07,7,189,2020,11,NA,NA,"38884_Young individuals_2020"
10145,42.602543,-83.250992,277,"MI",1144,"Sciurus","carolinensis","eastern gray squirrel","Animalia",38885,311,"Nut gathering",2020,9,22,266,2459115,1,2020,9,22,266,2459115,1,"38885_Nut gathering","Feeding",2021,2020-09-22,84,266,2020,9,NA,NA,"38885_Nut gathering_2020"
10145,42.602543,-83.250992,277,"MI",1145,"Sciurus","niger","fox squirrel","Animalia",38896,311,"Nut gathering",2020,9,6,250,2459099,1,2020,9,6,250,2459099,1,"38896_Nut gathering","Feeding",2021,2020-09-06,68,250,2020,9,NA,NA,"38896_Nut gathering_2020"
10145,42.602543,-83.250992,277,"MI",270,"Odocoileus","virginianus","white-tailed deer","Animalia",38973,344,"Young individuals",2020,9,2,246,2459095,1,2020,9,2,246,2459095,1,"38973_Young individuals","Young observed",2021,2020-09-02,64,246,2020,10,NA,NA,"38973_Young individuals_2020"
10145,42.602543,-83.250992,277,"MI",266,"Marmota","monax","woodchuck","Animalia",38980,344,"Young individuals",2020,7,1,183,2459032,1,2020,7,1,183,2459032,1,"38980_Young individuals","Young observed",2021,2020-07-01,1,183,2020,12,NA,NA,"38980_Young individuals_2020"
2803,39.971001,-105.397003,2329,"CO",1715,"Sylvilagus","nuttallii","mountain cottontail","Animalia",16050,344,"Young individuals",2021,7,12,193,2459408,7,2021,7,12,193,2459408,3,"16050_Young individuals","Young observed",2022,2021-07-12,12,193,2021,14,NA,NA,"16050_Young individuals_2021"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,338,"Males vocalizing",2021,10,16,289,2459504,5,2021,10,18,291,2459506,9,"16051_Males vocalizing","Mating activity",2022,2021-10-16,108,108,2022,13,NA,NA,"16051_Males vocalizing_2022"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,339,"Male combat (horn/antler)",2021,10,16,289,2459504,5,2021,10,18,291,2459506,9,"16051_Male combat (horn/antler)","Mating activity",2022,2021-10-16,108,108,2022,10,NA,NA,"16051_Male combat (horn/antler)_2022"
2803,39.971001,-105.397003,2329,"CO",409,"Cervus","elaphus","elk","Animalia",16051,344,"Young individuals",2021,1,11,11,2459226,3,2021,1,11,11,2459226,3,"16051_Young individuals","Young observed",2021,2021-01-11,195,11,2021,14,NA,NA,"16051_Young individuals_2021"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,310,"Fruit/seed consumption",2021,8,3,215,2459430,5,2021,10,4,277,2459492,4,"16052_Fruit/seed consumption","Feeding",2022,2021-08-03,34,215,2021,15,NA,NA,"16052_Fruit/seed consumption_2021"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,311,"Nut gathering",2021,4,10,100,2459315,4,2021,4,10,100,2459315,7,"16052_Nut gathering","Feeding",2021,2021-04-10,284,100,2021,14,NA,NA,"16052_Nut gathering_2021"
2803,39.971001,-105.397003,2329,"CO",405,"Tamias","minimus","least chipmunk","Animalia",16052,344,"Young individuals",2021,4,10,100,2459315,4,2021,4,10,100,2459315,7,"16052_Young individuals","Young observed",2021,2021-04-10,284,100,2021,12,NA,NA,"16052_Young individuals_2021"
2803,39.971001,-105.397003,2329,"CO",264,"Odocoileus","hemionus","mule deer","Animalia",16053,344,"Young individuals",2021,1,11,11,2459226,3,2021,1,11,11,2459226,3,"16053_Young individuals","Young observed",2021,2021-01-11,195,11,2021,12,NA,NA,"16053_Young individuals_2021"
6091,34.11578,-118.757507,282,"CA",404,"Otospermophilus","beecheyi","California ground squirrel","Animalia",33832,344,"Young individuals",2021,4,28,118,2459333,5,2021,7,24,205,2459420,13,"33832_Young individuals","Young observed",2021,2021-04-28,302,118,2021,11,NA,NA,"33832_Young individuals_2021"
