"site_id","latitude","longitude","elevation_in_meters","state","species_id","genus","species","common_name","kingdom","individual_id","phenophase_id","phenophase_description","first_yes_year","first_yes_month","first_yes_day","first_yes_doy","first_yes_julian_date","numdays_since_prior_no","last_yes_year","last_yes_month","last_yes_day","last_yes_doy","last_yes_julian_date","numdays_until_next_no","yes_date","yeartype","water_year","dowy","summer_year","dosy","phenophase","functional_type","first_yes","year"
8901,35.590618,-83.470062,1794,"TN",1189,"Prunus","pensylvanica","pin cherry","Plantae",48480,498,"Colored leaves",2013,8,29,241,2456534,93,2013,9,26,269,2456562,NA,2013-08-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",241,2013
8901,35.590618,-83.470062,1794,"TN",1189,"Prunus","pensylvanica","pin cherry","Plantae",48481,371,"Breaking leaf buds",2013,5,28,148,2456441,NA,2013,5,28,148,2456441,93,2013-05-28,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",148,2013
8901,35.590618,-83.470062,1794,"TN",1189,"Prunus","pensylvanica","pin cherry","Plantae",48481,471,"Falling leaves",2013,8,29,241,2456534,93,2013,9,26,269,2456562,NA,2013-08-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",241,2013
8901,35.590618,-83.470062,1794,"TN",1189,"Prunus","pensylvanica","pin cherry","Plantae",48481,498,"Colored leaves",2013,8,29,241,2456534,93,2013,9,26,269,2456562,NA,2013-08-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",241,2013
11895,35.629002,-83.093002,807,"NC",98,"Betula","lenta","sweet birch","Plantae",49979,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",98,"Betula","lenta","sweet birch","Plantae",49980,498,"Colored leaves",2013,9,5,248,2456541,18,2013,9,21,264,2456557,35,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",98,"Betula","lenta","sweet birch","Plantae",49981,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",98,"Betula","lenta","sweet birch","Plantae",49982,498,"Colored leaves",2013,9,5,248,2456541,18,2013,9,21,264,2456557,35,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",49983,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",49985,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",49986,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",49987,498,"Colored leaves",2013,9,5,248,2456541,18,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",49988,498,"Colored leaves",2013,9,5,248,2456541,18,2013,9,21,264,2456557,35,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",1172,"Aesculus","flava","yellow buckeye","Plantae",49990,498,"Colored leaves",2013,8,18,230,2456523,NA,2013,8,18,230,2456523,18,2013-08-18,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",230,2013
11895,35.629002,-83.093002,807,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",49991,498,"Colored leaves",2013,9,21,264,2456557,16,2013,9,21,264,2456557,35,2013-09-21,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",264,2013
11895,35.629002,-83.093002,807,"NC",970,"Platanus","occidentalis","American sycamore","Plantae",49993,498,"Colored leaves",2013,9,21,264,2456557,16,2013,9,21,264,2456557,35,2013-09-21,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",264,2013
11895,35.629002,-83.093002,807,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",49994,498,"Colored leaves",2013,9,5,248,2456541,18,2013,9,21,264,2456557,35,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",49995,498,"Colored leaves",2013,9,5,248,2456541,18,2013,9,21,264,2456557,35,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11895,35.629002,-83.093002,807,"NC",97,"Betula","alleghaniensis","yellow birch","Plantae",49996,498,"Colored leaves",2013,9,21,264,2456557,16,2013,9,21,264,2456557,NA,2013-09-21,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",264,2013
11896,35.460716,-83.811615,579,"NC",1177,"Carya","tomentosa","mockernut hickory","Plantae",50000,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",100,"Quercus","alba","white oak","Plantae",50003,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",100,"Quercus","alba","white oak","Plantae",50004,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",941,"Nyssa","sylvatica","blackgum","Plantae",50005,498,"Colored leaves",2013,9,22,265,2456558,8,2013,11,30,334,2456627,NA,2013-09-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",265,2013
11896,35.460716,-83.811615,579,"NC",941,"Nyssa","sylvatica","blackgum","Plantae",50007,498,"Colored leaves",2013,9,22,265,2456558,8,2013,11,30,334,2456627,NA,2013-09-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",265,2013
11896,35.460716,-83.811615,579,"NC",3,"Acer","rubrum","red maple","Plantae",50009,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",941,"Nyssa","sylvatica","blackgum","Plantae",50010,498,"Colored leaves",2013,9,22,265,2456558,8,2013,11,30,334,2456627,NA,2013-09-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",265,2013
11896,35.460716,-83.811615,579,"NC",1187,"Oxydendrum","arboreum","sourwood","Plantae",50012,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",3,"Acer","rubrum","red maple","Plantae",50014,498,"Colored leaves",2013,11,9,313,2456606,7,2013,11,30,334,2456627,NA,2013-11-09,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",313,2013
11896,35.460716,-83.811615,579,"NC",941,"Nyssa","sylvatica","blackgum","Plantae",50015,498,"Colored leaves",2013,9,22,265,2456558,8,2013,11,30,334,2456627,NA,2013-09-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",265,2013
11896,35.460716,-83.811615,579,"NC",100,"Quercus","alba","white oak","Plantae",50016,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",3,"Acer","rubrum","red maple","Plantae",50018,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11896,35.460716,-83.811615,579,"NC",3,"Acer","rubrum","red maple","Plantae",50019,498,"Colored leaves",2013,11,2,306,2456599,7,2013,11,30,334,2456627,NA,2013-11-02,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",306,2013
11897,35.462315,-83.808731,596,"NC",3,"Acer","rubrum","red maple","Plantae",50022,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50023,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",98,"Betula","lenta","sweet birch","Plantae",50025,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50026,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50027,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50028,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",3,"Acer","rubrum","red maple","Plantae",50030,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",98,"Betula","lenta","sweet birch","Plantae",50032,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50033,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",98,"Betula","lenta","sweet birch","Plantae",50035,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",3,"Acer","rubrum","red maple","Plantae",50036,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50037,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50038,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11897,35.462315,-83.808731,596,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50039,498,"Colored leaves",2013,10,19,292,2456585,21,2013,11,30,334,2456627,NA,2013-10-19,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",292,2013
11899,35.632,-83.045654,1244,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50042,471,"Falling leaves",2013,10,26,299,2456592,72,2013,10,26,299,2456592,NA,2013-10-26,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",299,2013
11899,35.632,-83.045654,1244,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50042,498,"Colored leaves",2013,10,26,299,2456592,72,2013,10,26,299,2456592,NA,2013-10-26,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",299,2013
11899,35.632,-83.045654,1244,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50043,498,"Colored leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",60,"Acer","pensylvanicum","striped maple","Plantae",50044,471,"Falling leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",60,"Acer","pensylvanicum","striped maple","Plantae",50044,498,"Colored leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",82,"Liriodendron","tulipifera","tuliptree","Plantae",50047,498,"Colored leaves",2013,10,26,299,2456592,51,2013,10,26,299,2456592,NA,2013-10-26,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",299,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50049,498,"Colored leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",1181,"Halesia","carolina","Carolina silverbell","Plantae",50051,471,"Falling leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",1181,"Halesia","carolina","Carolina silverbell","Plantae",50052,471,"Falling leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50054,471,"Falling leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50054,498,"Colored leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",1181,"Halesia","carolina","Carolina silverbell","Plantae",50055,471,"Falling leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50057,471,"Falling leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50057,498,"Colored leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",3,"Acer","rubrum","red maple","Plantae",50060,498,"Colored leaves",2013,9,5,248,2456541,21,2013,10,26,299,2456592,NA,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",60,"Acer","pensylvanicum","striped maple","Plantae",50061,471,"Falling leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
11899,35.632,-83.045654,1244,"NC",60,"Acer","pensylvanicum","striped maple","Plantae",50061,498,"Colored leaves",2013,9,5,248,2456541,21,2013,9,5,248,2456541,51,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",12,"Cornus","florida","flowering dogwood","Plantae",50311,471,"Falling leaves",2013,9,5,248,2456541,7,2013,10,29,302,2456595,24,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",12,"Cornus","florida","flowering dogwood","Plantae",50311,498,"Colored leaves",2013,9,5,248,2456541,7,2013,9,17,260,2456553,42,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50312,471,"Falling leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50312,498,"Colored leaves",2013,9,17,260,2456553,5,2013,9,17,260,2456553,42,2013-09-17,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",260,2013
11999,35.603413,-83.782997,559,"TN",28,"Prunus","serotina","black cherry","Plantae",50677,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",28,"Prunus","serotina","black cherry","Plantae",50678,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",28,"Prunus","serotina","black cherry","Plantae",50679,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50680,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50681,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50682,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
11999,35.603413,-83.782997,559,"TN",28,"Prunus","serotina","black cherry","Plantae",50683,371,"Breaking leaf buds",2013,4,10,100,2456393,NA,2013,4,10,100,2456393,NA,2013-04-10,"calendar",NA,NA,NA,NA,"Leaf budburst","Deciduous broadleaf",100,2013
12003,35.664433,-83.59095,636,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50686,471,"Falling leaves",2013,9,5,248,2456541,7,2013,10,29,302,2456595,24,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50686,498,"Colored leaves",2013,9,5,248,2456541,7,2013,10,29,302,2456595,24,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",1187,"Oxydendrum","arboreum","sourwood","Plantae",50687,471,"Falling leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",1187,"Oxydendrum","arboreum","sourwood","Plantae",50687,498,"Colored leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50688,498,"Colored leaves",2013,9,17,260,2456553,5,2013,9,17,260,2456553,42,2013-09-17,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",260,2013
12003,35.664433,-83.59095,636,"TN",3,"Acer","rubrum","red maple","Plantae",50691,471,"Falling leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",3,"Acer","rubrum","red maple","Plantae",50691,498,"Colored leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",3,"Acer","rubrum","red maple","Plantae",50692,471,"Falling leaves",2013,9,12,255,2456548,7,2013,10,29,302,2456595,24,2013-09-12,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",255,2013
12003,35.664433,-83.59095,636,"TN",3,"Acer","rubrum","red maple","Plantae",50692,498,"Colored leaves",2013,9,5,248,2456541,7,2013,10,29,302,2456595,24,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50695,471,"Falling leaves",2013,9,5,248,2456541,7,2013,9,12,255,2456548,5,2013-09-05,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",82,"Liriodendron","tulipifera","tuliptree","Plantae",50695,498,"Colored leaves",2013,9,5,248,2456541,7,2013,9,17,260,2456553,42,2013-09-05,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",248,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50696,471,"Falling leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",302,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50696,498,"Colored leaves",2013,9,17,260,2456553,5,2013,9,17,260,2456553,42,2013-09-17,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",260,2013
12003,35.664433,-83.59095,636,"TN",98,"Betula","lenta","sweet birch","Plantae",50697,498,"Colored leaves",2013,10,29,302,2456595,42,2013,10,29,302,2456595,24,2013-10-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",302,2013
12002,35.633415,-83.941086,802,"TN",1177,"Carya","tomentosa","mockernut hickory","Plantae",50702,471,"Falling leaves",2013,10,22,295,2456588,35,2013,10,22,295,2456588,7,2013-10-22,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",1177,"Carya","tomentosa","mockernut hickory","Plantae",50702,498,"Colored leaves",2013,9,12,255,2456548,7,2013,9,12,255,2456548,5,2013-09-12,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",255,2013
12002,35.633415,-83.941086,802,"TN",1177,"Carya","tomentosa","mockernut hickory","Plantae",50703,471,"Falling leaves",2013,10,22,295,2456588,35,2013,10,22,295,2456588,7,2013-10-22,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",1177,"Carya","tomentosa","mockernut hickory","Plantae",50703,498,"Colored leaves",2013,10,22,295,2456588,35,2013,10,29,302,2456595,15,2013-10-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",3,"Acer","rubrum","red maple","Plantae",50704,471,"Falling leaves",2013,10,29,302,2456595,7,2013,11,13,317,2456610,6,2013-10-29,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",302,2013
12002,35.633415,-83.941086,802,"TN",3,"Acer","rubrum","red maple","Plantae",50704,498,"Colored leaves",2013,10,22,295,2456588,35,2013,11,19,323,2456616,NA,2013-10-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",3,"Acer","rubrum","red maple","Plantae",50706,471,"Falling leaves",2013,9,12,255,2456548,7,2013,9,12,255,2456548,5,2013-09-12,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",255,2013
12002,35.633415,-83.941086,802,"TN",3,"Acer","rubrum","red maple","Plantae",50706,498,"Colored leaves",2013,9,12,255,2456548,7,2013,9,12,255,2456548,5,2013-09-12,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",255,2013
12002,35.633415,-83.941086,802,"TN",1159,"Quercus","velutina","black oak","Plantae",50707,471,"Falling leaves",2013,10,22,295,2456588,35,2013,11,13,317,2456610,6,2013-10-22,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",1159,"Quercus","velutina","black oak","Plantae",50707,498,"Colored leaves",2013,10,22,295,2456588,35,2013,10,29,302,2456595,15,2013-10-22,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",295,2013
12002,35.633415,-83.941086,802,"TN",941,"Nyssa","sylvatica","blackgum","Plantae",50708,471,"Falling leaves",2013,9,12,255,2456548,7,2013,11,13,317,2456610,6,2013-09-12,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",255,2013
12002,35.633415,-83.941086,802,"TN",941,"Nyssa","sylvatica","blackgum","Plantae",50708,498,"Colored leaves",2013,8,29,241,2456534,9,2013,10,29,302,2456595,15,2013-08-29,"calendar",NA,NA,NA,NA,"Colored leaves","Deciduous broadleaf",241,2013
12002,35.633415,-83.941086,802,"TN",1159,"Quercus","velutina","black oak","Plantae",50709,471,"Falling leaves",2013,11,13,317,2456610,15,2013,11,13,317,2456610,6,2013-11-13,"calendar",NA,NA,NA,NA,"Falling leaves","Deciduous broadleaf",317,2013
